word,grammarId,title,partOfSpeech,syntax,usageNoteVi,explanationVi,tipsVi,attentionsVi,source,reviewStatus
一些,usage:一些,Cách dùng 一些,compound-semantic,,Từ chỉ số lượng không xác định nhưng không nhiều. Thường đứng trước danh từ.,,,,hsk_1.json,reviewed-local
一些,hsk3_24,Cấu trúc so sánh hơn với 比,,A + 比 + B + Tính từ + (一点儿/一些/得多/多了),,"Cấu trúc này được dùng để so sánh giữa hai đối tượng A và B. Khi muốn diễn tả mức độ chênh lệch cụ thể, chúng ta đặt các từ bổ ngữ như 「一点儿」, 「一些」 (hơn một chút) hoặc 「得多」, 「多了」 (hơn nhiều) ngay sau tính từ.","Bạn có thể dùng 「一点儿」 hoặc 「一些」 để diễn tả sự chênh lệch ít, và dùng 「得多」 hoặc 「多了」 khi sự chênh lệch lớn.","Lưu ý tuyệt đối không được dùng phó từ chỉ mức độ như 「很」, 「非常」, 「太」 trước tính từ trong câu so sánh có dùng 「比」.",hsk_3.json,reviewed-local
一些,hsk3_43,Cách dùng giới từ 关于,,"关于 + Danh từ/Cụm danh từ + , + Câu",,"Giới từ 「关于」 được đặt ở đầu câu hoặc trước động từ để giới thiệu đối tượng, chủ đề hoặc phạm vi mà người nói muốn đề cập đến. Nó giúp làm rõ nội dung chính của câu chuyện hoặc vấn đề sắp được thảo luận.","Bạn có thể dịch 「关于」 là ""về"", ""về việc"" hoặc ""liên quan đến"" trong tiếng Việt.","Không nên nhầm lẫn 「关于」 với 「对于」; 「关于」 thường dùng cho chủ đề rộng, mang tính liệt kê, trong khi 「对于」 nhấn mạnh vào đối tượng chịu tác động của hành động.",hsk_3.json,reviewed-local
一些,hsk2_new_17,Cấu trúc liệt kê “什么的”,,"Danh từ 1, Danh từ 2... + 什么的",,"Cụm từ 「什么的」 được đặt sau các danh từ đã liệt kê để chỉ rằng vẫn còn những sự vật tương tự khác chưa kể hết. Cấu trúc này thường dùng trong văn nói để câu văn trở nên tự nhiên hơn. Ví dụ: 我喜欢吃苹果、香蕉什么的 (Tôi thích ăn táo, chuối và những thứ tương tự).",Bạn có thể hiểu 「什么的」 mang nghĩa tương đương với 'vân vân' hoặc 'các thứ' trong tiếng Việt.,"Cấu trúc này chủ yếu dùng trong giao tiếp khẩu ngữ, không nên dùng trong các văn bản viết trang trọng.",new_hsk_2.json,reviewed-local
一些,hsk2_new_39,Câu so sánh với 比,,A + 比 + B + [tính từ],,"Cấu trúc này dùng để so sánh sự chênh lệch giữa hai đối tượng A và B. Trong đó, 「比」 đóng vai trò là giới từ chỉ sự so sánh, đặt giữa hai đối tượng cần so sánh.",Bạn có thể thêm các phó từ như 「更」 hoặc 「还」 trước tính từ để nhấn mạnh thêm mức độ so sánh.,"Tuyệt đối không dùng 「很」, 「非常」 trước tính từ trong câu so sánh với 「比」.",new_hsk_2.json,reviewed-local
一共,usage:一共,Cách dùng 一共,adverb,,"Phó từ chỉ tổng số, = 总共.",,,,hsk_1.json,reviewed-local
一切,usage:一切,Cách dùng 一切,đại từ,,"Dùng để chỉ tổng thể, bao gồm tất cả. Trang trọng hơn '所有'.",,,,hsk_2.json,reviewed-local
一半,usage:一半,Cách dùng 一半,compound-semantic,,"Số từ chỉ một phần hai (50%). '一' là một, '半' là nửa.",,,,hsk_1.json,reviewed-local
一定,usage:一定,Cách dùng 一定,adverb,,"Phó từ chỉ sự chắc chắn, kiên quyết.",,,,hsk_1.json,reviewed-local
一定,hsk3_42,Cấu trúc chỉ cần... thì...,,只要 + [Điều kiện] + 就 + [Kết quả],,"Cấu trúc này diễn tả một điều kiện đủ để dẫn đến một kết quả tương ứng. Nó mang nghĩa là ""chỉ cần làm việc này thì sẽ có kết quả kia"".","Bạn có thể hiểu đơn giản là nếu điều kiện ở 「只要」 được thỏa mãn, thì kết quả ở 「就」 chắc chắn sẽ xảy ra.","Đừng nhầm lẫn với 「只有...才...」 (chỉ khi... mới...), vì 「只要...就...」 nhấn mạnh điều kiện đủ, còn 「只有...才...」 nhấn mạnh điều kiện cần duy nhất.",hsk_3.json,reviewed-local
一定,hsk4_34,Cách dùng phó từ 果然,,Chủ ngữ + 果然 + (động từ/tính từ) + ...,,"Phó từ 「果然」 dùng để khẳng định sự việc xảy ra đúng như dự đoán hoặc suy nghĩ trước đó của người nói, tương đương với nghĩa ""quả nhiên"" trong tiếng Việt. Từ này thường đứng trước động từ hoặc tính từ trong câu.",Bạn có thể dùng 「果然」 để xác nhận một tin đồn hoặc một linh cảm mà bạn đã có từ trước.,"Cần phân biệt 「果然」 với 「果真」; mặc dù nghĩa tương tự nhau nhưng 「果然」 thường dùng để nói về kết quả sự việc, trong khi 「果真」 mang sắc thái nghi vấn hoặc giả định cao hơn.",hsk_4.json,reviewed-local
一定,hsk4_35,Cấu trúc 无论……都/也……,,无论 + (A/không A / nghi vấn) + ， + chủ ngữ + 都/也 + kết quả,,"Cấu trúc 「无论……都/也……」 dùng để diễn tả rằng dù điều kiện hoặc hoàn cảnh có thay đổi thế nào đi nữa, thì kết quả cuối cùng vẫn không thay đổi. Nó tương đương với nghĩa “bất luận, cho dù… đều/cũng” trong tiếng Việt.",Sau 「无论」 thường là các từ ngữ mang tính chất lựa chọn hoặc nghi vấn như 「怎么」、「什么」、「是否」 hoặc cặp từ 「A还是B」.,"Cần lưu ý không dùng nhầm lẫn với 「虽然」(mặc dù), vì 「无论」 nhấn mạnh vào việc kết quả không bị tác động bởi bất kỳ tình huống nào.",hsk_4.json,reviewed-local
一定,hsk5_18,Cấu trúc 作为 (Với tư cách là),,作为 + [Thân phận/Vai trò] + [Sự việc/Hành động],,"Từ 「作为」 được dùng như một giới từ để giới thiệu thân phận, địa vị hoặc vai trò của một người hay sự vật trong một ngữ cảnh cụ thể. Nó có nghĩa tiếng Việt là 'với tư cách là' hoặc 'dưới tư cách là'.",Cấu trúc này thường được đặt ở đầu câu để nhấn mạnh tư cách của chủ ngữ trước khi nói đến hành động hoặc trách nhiệm tương ứng.,"Cần phân biệt 「作为」 với danh từ 「作为」 (thành tựu/hành vi); khi là giới từ, nó luôn đứng trước danh từ chỉ chức vụ hoặc thân phận.",hsk_5.json,reviewed-local
一定,hsk5_26,Bổ ngữ khả năng chỉ sự thắng thế,,Động từ + 得/不 + 过 (Bổ ngữ khả năng về sự thắng thế),,"Cấu trúc này dùng để diễn tả khả năng có thể thắng hoặc vượt qua ai đó trong một cuộc thi hay sự so sánh. Khi dùng 「得」 nghĩa là có thể thắng, khi dùng 「不」 nghĩa là không thể thắng hoặc không bằng đối phương.",Hãy liên tưởng đến các ngữ cảnh cạnh tranh như chơi thể thao hoặc so tài để ghi nhớ cấu trúc này dễ dàng hơn.,Đừng nhầm lẫn với bổ ngữ khả năng 「得/不 + 过来」 (dùng để nói về việc có đủ sức hay đủ thời gian để hoàn thành việc gì đó hay không).,hsk_5.json,reviewed-local
一定,hsk3_new_53,"Giới từ 关于 (Về, liên quan đến)",,"关于 + danh từ/cụm danh từ + , + mệnh đề",,"Giới từ 「关于」 được dùng để dẫn dắt chủ đề hoặc phạm vi mà người nói muốn đề cập đến. Trong câu, nó thường đứng ở đầu câu để xác định nội dung chính mà câu đó hướng tới, tương đương với nghĩa “về” hoặc “về việc” trong tiếng Việt.","Bạn có thể dùng 「关于」 để giới thiệu tiêu đề hoặc chủ đề chính của một bài báo, bài viết hoặc cuộc hội thoại.",Không được dùng 「关于」 như một động từ. 「关于」 chỉ dùng để bổ sung ngữ nghĩa cho chủ đề chứ không thay thế được các động từ như 「说」 hay 「讨论」.,new_hsk_3.json,reviewed-local
一定,hsk3_new_62,Cấu trúc điều kiện Chỉ cần... thì...,,"只要 + [Điều kiện], 就 + [Kết quả]",,"Cấu trúc 「只要……，就……」 dùng để biểu thị một điều kiện cần thiết, chỉ cần điều kiện đó xảy ra thì kết quả tương ứng sẽ xuất hiện. Đây là mẫu câu rất phổ biến trong tiếng Trung để khẳng định mối quan hệ nhân quả.","Bạn có thể dịch là ""Chỉ cần... thì..."" hoặc ""Miễn là... thì..."" để câu văn nghe tự nhiên hơn trong tiếng Việt.",Cần chú ý đặt 「就」 ngay trước kết quả hoặc động từ chỉ kết quả để làm nổi bật sự chắc chắn của hành động.,new_hsk_3.json,reviewed-local
一带,usage:一带,Cách dùng 一带,danh từ / hậu trí từ,,"一 (một) + 带 (dải/vùng). 一带 chỉ một khu vực, vùng đất lân cận, thường kết hợp với chỉ từ: 这一带, 那一带, 长城一带. Vùng 一带 cũng là tên chiến lược 'Một vành đai, một con đường' của Trung Quốc.",,,,hsk_3.json,reviewed-local
一样,usage:一样,Cách dùng 一样,compound-semantic,,Tính từ/trạng từ: giống nhau. 一样吗? (có giống không?).,Ghép nghĩa: 一 (một) + 样 (hình dạng) -> cùng một dạng.,,,hsk_1.json,reviewed-local
一样,hsk3_23,Cấu trúc so sánh 跟...一样,,A + 跟 + B + (不)一样 (+ adj/verb),,"Cấu trúc này dùng để so sánh hai đối tượng có đặc điểm hoặc trạng thái giống nhau hoặc khác nhau. Nếu muốn nói không giống nhau, bạn chỉ cần thêm 「不」 vào trước 「一样」.","Bạn có thể thêm tính từ hoặc động từ phía sau 「一样」 để làm rõ nội dung so sánh, ví dụ: 「这两个字写法一样」 (Cách viết của hai chữ này giống nhau).","Cần chú ý 「跟」 có thể thay thế bằng 「和」, nhưng không được dùng để chỉ sự khác biệt về mức độ hơn kém như cấu trúc so sánh hơn.",hsk_3.json,reviewed-local
一样,hsk5_34,Cách dùng trợ từ 般,,Danh từ/Đại từ + 般 (bān),,"Trợ từ 「般」 được đặt sau danh từ hoặc đại từ để tạo ra sự so sánh, mang nghĩa là ""giống như"" hoặc ""tựa như"". Nó giúp câu văn trở nên sinh động, uyển chuyển và mang sắc thái văn chương hơn so với dùng 「像」.","Bạn có thể hiểu 「般」 tương đương với 「一样」 hoặc 「似的」, thường dùng trong miêu tả văn học để ví von sự vật này với sự vật kia.","Cần chú ý 「般」 thường được dùng trong văn viết hoặc các câu miêu tả trang trọng, không nên lạm dụng trong văn nói suồng sã hàng ngày.",hsk_5.json,reviewed-local
一样,hsk6_32,Cấu trúc so sánh 犹如,,A 犹如 B (A yóurú B): A giống như B,,"Từ 「犹如」 được dùng để so sánh sự vật này với sự vật khác, mang nghĩa là 'giống như' hoặc 'tựa như'. Đây là một từ có sắc thái trang trọng, thường xuất hiện trong văn viết hoặc các bài diễn văn để tăng tính hình tượng.","Bạn thường thấy 「犹如」 đi kèm với các từ chỉ mức độ hoặc sự tương đồng ở cuối câu như 「一般」, 「一样」 để nhấn mạnh sự giống nhau.","Vì 「犹如」 mang sắc thái trang trọng (văn viết), bạn nên hạn chế sử dụng nó trong giao tiếp khẩu ngữ hàng ngày; thay vào đó hãy dùng các từ thông dụng hơn như 「像」.",hsk_6.json,reviewed-local
一样,hsk2_new_25,So sánh bằng,,A 跟 B (不) 一样 (+ [Tính từ]),,"Cấu trúc này dùng để so sánh sự tương đồng giữa hai đối tượng. Nếu thêm tính từ phía sau 「一样」, nó giúp xác định rõ khía cạnh đang được so sánh (ví dụ: kích thước, độ dài, màu sắc).","Nếu muốn nói 'không giống nhau', bạn chỉ cần thêm 「不」 trước 「一样」 là được.",Lưu ý rằng sau 「一样」 thường không cần thêm các từ chỉ mức độ như 「很」 hay 「非常」.,new_hsk_2.json,reviewed-local
一样,hsk2_new_36,Cấu trúc so sánh 比起,,比起 + [đối tượng so sánh] (+ 来)，+ [chủ ngữ] + [vị ngữ],,Cấu trúc này dùng để dẫn dắt đối tượng được đem ra so sánh trong câu. Nó giúp xác định rõ phạm vi hoặc đối tượng mà chủ ngữ đang được so sánh cùng.,Bạn có thể thêm 「来」 vào sau đối tượng so sánh để câu văn nghe tự nhiên và đầy đủ hơn.,"Cấu trúc này thường dùng để so sánh hai đối tượng với nhau, lưu ý không nhầm lẫn với các cấu trúc so sánh bằng 「跟...一样」.",new_hsk_2.json,reviewed-local
一样,hsk3_new_11,So sánh bằng,,A 跟 B 一样 (adj/v),,"Cấu trúc 「A 跟 B 一样」 dùng để so sánh hai đối tượng có tính chất hoặc mức độ tương đồng nhau. Nếu muốn nhấn mạnh phương diện giống nhau, ta thêm tính từ hoặc động từ phía sau cụm 「一样」.",Bạn có thể dùng 「和」 thay cho 「跟」 mà ý nghĩa không hề thay đổi.,"Khi muốn nói phủ định (không giống), hãy thêm 「不」 vào trước 「一样」, thành 「A 跟 B 不一样」.",new_hsk_3.json,reviewed-local
一样,hsk3_new_50,Cách nêu quan điểm cá nhân,,在 + [Người] + 看来 + [Quan điểm],,"Cấu trúc này dùng để diễn đạt ý kiến hoặc góc nhìn của một người nào đó về một vấn đề. Trong tiếng Việt, nó tương đương với các cụm từ như ""theo tôi thấy"", ""trong mắt anh ấy"" hay ""đối với cô ấy"".","Bạn có thể thay thế [Người] bằng các đại từ như 「我」(tôi), 「他」(anh ấy) hoặc danh từ chỉ người cụ thể.","Cụm từ 「看来」 phải luôn đứng sau người có quan điểm, không được đặt ở đầu câu.",new_hsk_3.json,reviewed-local
一生,usage:一生,Cách dùng 一生,noun,,,,,,hsk_2.json,reviewed-local
一直,usage:一直,Cách dùng 一直,adverb,,,,,,hsk_1.json,reviewed-local
一直,hsk3_3,Cách dùng từ 那 (vậy thì),,那 + [Câu diễn đạt kết quả/nhận xét],,"Từ 「那」 thường đứng đầu câu để chỉ kết quả hoặc đưa ra nhận xét dựa trên nội dung mà người đối thoại vừa đề cập. Nó đóng vai trò như một từ nối, có nghĩa tương tự như ""vậy thì"" hoặc ""thế thì"" trong tiếng Việt.",Bạn có thể hiểu 「那」 như một cách để chuyển ý hoặc đưa ra quyết định nhanh chóng dựa trên thông tin vừa nghe thấy.,Đừng nhầm lẫn với 「那」 trong 「那个」 (cái kia) dùng để chỉ vật; ở đây nó là một liên từ nối câu mang tính logic.,hsk_3.json,reviewed-local
一直,hsk4_2,Cách dùng phó từ 从来,,Chủ ngữ + 从来 (không) + động từ/tính từ,,"Phó từ 「从来」 diễn tả một sự việc luôn luôn như vậy kể từ quá khứ cho đến tận bây giờ. Trong tiếng Trung, từ này thường đi kèm với các từ phủ định như 「不」 hoặc 「没」 để nhấn mạnh việc gì đó chưa từng xảy ra.","Nếu muốn nhấn mạnh hơn, bạn có thể thêm 「都」 vào sau 「从来」, ví dụ: 「从来都不…」 (từ trước tới nay đều không bao giờ...)","Đừng nhầm lẫn 「从来」 với 「一直」; 「从来」 thường dùng trong câu phủ định để chỉ sự việc không xảy ra từ trước đến nay, còn 「一直」 dùng cho cả câu khẳng định để chỉ sự liên tục.",hsk_4.json,reviewed-local
一直,hsk5_50,Cấu trúc diễn tả sự nhất trí,,A + 和/跟/同 + B + 一致 (A và B nhất trí/thống nhất với nhau),,"Tính từ 「一致」 dùng để diễn tả sự thống nhất, đồng lòng hoặc tương đồng về ý kiến, quan điểm giữa các đối tượng. Trong câu, nó thường đóng vai trò là vị ngữ hoặc bổ ngữ để chỉ trạng thái hòa hợp, không có mâu thuẫn.",Bạn có thể dùng cấu trúc 「意见一致」 (ý kiến thống nhất) hoặc 「目标一致」 (mục tiêu đồng nhất) để diễn đạt sự đồng thuận trong công việc hoặc thảo luận.,"Cần tránh nhầm lẫn giữa 「一致」 (nhất trí) với từ 「一直」 (yìzhí - luôn luôn/suốt từ đầu), đây là lỗi sai ngữ âm rất phổ biến của người học.",hsk_5.json,reviewed-local
一直,hsk5_99,Cách dùng phó từ 直,,S + 直 + V / V + (着/下去),,"Phó từ 「直」 (zhí) dùng để nhấn mạnh hành động hoặc trạng thái diễn ra liên tục, không bị ngắt quãng. Nó thường đứng trước động từ để chỉ tính chất kéo dài của hành động đó.","Bạn có thể kết hợp 「直」 với 「着」 hoặc 「下去」 ở sau động từ để tăng thêm ý nghĩa tiếp diễn, ví dụ: 「直走」 (đi thẳng) hoặc 「一直看着」 (cứ nhìn mãi).","Trong tiếng Trung hiện đại, người học thường ưu tiên dùng 「一直」 để chỉ sự liên tục trong thời gian dài thay vì chỉ dùng mỗi 「直」 để tránh câu văn bị cụt.",hsk_5.json,reviewed-local
一直,hsk3_new_25,Động từ ly hợp,,Động từ (A) + Thành phần bổ trợ + Tân ngữ (B),,"Trong tiếng Trung, 「động từ ly hợp」 gồm một động từ và một tân ngữ dính liền nhau. Khi muốn thêm số lần, thời lượng hoặc bổ ngữ, ta phải tách chúng ra và chèn các thành phần đó vào giữa.","Hãy tưởng tượng 「động từ ly hợp」 là một cặp đôi, khi có 'người thứ ba' chen vào thì hai bạn ấy phải tách nhau ra.",Đừng bao giờ đặt bổ ngữ hoặc tân ngữ trực tiếp ngay sau toàn bộ cụm động từ ly hợp mà không tách chúng ra.,new_hsk_3.json,reviewed-local
一般,usage:一般,Cách dùng 一般,adjective,,,,,,hsk_1.json,reviewed-local
一般,hsk6_32,Cấu trúc so sánh 犹如,,A 犹如 B (A yóurú B): A giống như B,,"Từ 「犹如」 được dùng để so sánh sự vật này với sự vật khác, mang nghĩa là 'giống như' hoặc 'tựa như'. Đây là một từ có sắc thái trang trọng, thường xuất hiện trong văn viết hoặc các bài diễn văn để tăng tính hình tượng.","Bạn thường thấy 「犹如」 đi kèm với các từ chỉ mức độ hoặc sự tương đồng ở cuối câu như 「一般」, 「一样」 để nhấn mạnh sự giống nhau.","Vì 「犹如」 mang sắc thái trang trọng (văn viết), bạn nên hạn chế sử dụng nó trong giao tiếp khẩu ngữ hàng ngày; thay vào đó hãy dùng các từ thông dụng hơn như 「像」.",hsk_6.json,reviewed-local
一般,hsk3_new_54,Cách dùng cụm từ 「一般来说」,,一般来说，+ câu nhận xét,,Cụm từ 「一般来说」 thường đứng đầu câu để nêu ra một nhận xét mang tính khái quát hoặc thông thường. Nó tương đương với nghĩa “nói chung là” hoặc “thông thường mà nói” trong tiếng Việt.,Bạn có thể dùng 「一般来说」 để mở đầu câu khi muốn đưa ra một kết luận dựa trên đa số trường hợp.,"Không nên dùng cụm từ này cho những sự việc mang tính chất cá nhân, riêng biệt hoặc quá cụ thể.",new_hsk_3.json,reviewed-local
一起,usage:一起,Cách dùng 一起,compound-semantic,,Trạng từ chỉ sự đi cùng/làm cùng. 我们一起去 (chúng tôi cùng đi).,Ghép nghĩa: 一 (một) + 起 (đứng lên/bắt đầu) -> cùng một chỗ.,,,hsk_1.json,reviewed-local
一起,hsk2_23,Cách dùng 好吗,,Câu trần thuật/đề nghị + ，好吗？,,"Cấu trúc này được đặt ở cuối câu để đưa ra lời đề nghị hoặc hỏi ý kiến người nghe xem họ có đồng ý với ý định của mình hay không. Nó tương đương với các cách nói như ""...được không?"" hoặc ""...nhé?"" trong tiếng Việt.",Bạn có thể sử dụng mẫu câu này để làm cho lời mời gọi hoặc yêu cầu trở nên nhẹ nhàng và lịch sự hơn.,"Cấu trúc 「好吗？」 chỉ dùng để hỏi ý kiến người khác, không dùng để hỏi về thông tin khách quan hay sự thật.",hsk_2.json,reviewed-local
一起,hsk2_32,Động từ làm định ngữ,,Động từ/Cụm động từ + 的 + Danh từ (Trung tâm ngữ),,"Khi một động từ hoặc cụm động từ đóng vai trò bổ nghĩa cho danh từ, bạn bắt buộc phải thêm trợ từ 「的」 vào giữa chúng. Cấu trúc này giúp xác định rõ danh từ phía sau thuộc về ai hoặc loại gì, ví dụ: 「我买的书」 (Cuốn sách tôi mua).",Hãy ghi nhớ quy tắc: định ngữ (thành phần bổ nghĩa) luôn đứng trước trung tâm ngữ trong tiếng Trung.,"Đừng quên 「的」 khi thành phần đứng trước là một cụm từ dài, vì nếu thiếu nó câu sẽ bị hiểu sai hoặc không đúng ngữ pháp.",hsk_2.json,reviewed-local
一起,hsk2_new_39,Câu so sánh với 比,,A + 比 + B + [tính từ],,"Cấu trúc này dùng để so sánh sự chênh lệch giữa hai đối tượng A và B. Trong đó, 「比」 đóng vai trò là giới từ chỉ sự so sánh, đặt giữa hai đối tượng cần so sánh.",Bạn có thể thêm các phó từ như 「更」 hoặc 「还」 trước tính từ để nhấn mạnh thêm mức độ so sánh.,"Tuyệt đối không dùng 「很」, 「非常」 trước tính từ trong câu so sánh với 「比」.",new_hsk_2.json,reviewed-local
一起,hsk3_new_3,Sắp xếp nhiều định ngữ trước danh từ,,Định ngữ 1 + 的 + Định ngữ 2 + 的 + Danh từ,,"Trong tiếng Trung, bạn có thể dùng nhiều cụm từ để bổ nghĩa cho một danh từ. Nếu các định ngữ dài hoặc mang tính chất khác nhau, chúng ta thường thêm 「的」 sau mỗi định ngữ để làm rõ ý nghĩa. Cấu trúc này giúp miêu tả người hoặc vật một cách chi tiết và cụ thể hơn.","Nếu định ngữ ngắn hoặc gần gũi với danh từ, bạn có thể lược bỏ 「的」 để câu văn tự nhiên hơn.",Cần chú ý thứ tự: định ngữ biểu thị phạm vi hoặc tính chất chung thường đứng xa danh từ hơn định ngữ biểu thị đặc điểm riêng biệt.,new_hsk_3.json,reviewed-local
一起,hsk3_new_27,Thời gian trước và sau hành động,,[Cụm động từ/Thời gian] + 以前/以后,,"Cấu trúc này dùng để diễn tả một mốc thời gian hoặc sự kiện xảy ra trước 「以前」 hoặc sau 「以后」 một hành động cụ thể. Trong câu, cụm từ chỉ thời gian luôn đứng trước động từ chính để bổ nghĩa cho hành động đó.","Nếu muốn nói 'trước khi đi' bạn chỉ cần đặt cụm 'đi' trước 「以前」, ví dụ: '去以前'.",Không được đặt 「以前/以后」 đứng một mình ở đầu câu nếu không có danh từ hoặc cụm động từ đi kèm phía trước để làm rõ nghĩa.,new_hsk_3.json,reviewed-local
